"Sensor ID","PylumID","GUID","FQDN","Machine name","Internal IP address","External IP address","Site","Site ID","Anti-Ransomware mode","App Control mode","Isolated","Last seen","Last pylumID message update time","Sensor status","Service status","Last status action","Archived or unarchived comment","Sensor archived by user","Server name","Server ID","Server ip","OS","OS version","Data collection","Sensor version","Console version","First seen","Uptime","CPU usage","Memory usage","Outdated","Signatures mode state","Signature mode origin","PowerShell mode","Remote Shell Status","Anti-Malware mode","Anti-Malware mode origin","Last full scan","Last quick scan","Organization","Proxy address","Last prevention error","Last exit reason","Actions in progress","Pending actions","Last upgrade result","Department","Location","Critical Asset","Device Type","Custom Tags","AI detect mode","AI detect mode origin","AI prevent mode","AI prevent mode origin","Document protection status","Document protection mode","Assigned Policy","Policy ID","Policy Last Update","Compliance","Device control","Firewall control","Exploit protection mode","Signatures DB version","Last signatures update","Organizational unit","Group name","Serial number","Device model","Group assignment","BEP mode","VPP mode","Variant file prevention mode","Unique sensor key"
"6447fd0fe4b015ef02163230:PYLUMCLIENT_AXA BS_6MJ9163_7478270A252F","PYLUMCLIENT_AXA BS_6MJ9163_7478270A252F","'-1628645729.1198775089551518743","6mj9163.axa-bs.intraxa","6mj9163","192.168.200.52","103.219.4.20","Primary","25593978","Prevent","Enabled","false","2025-01-17 06:18:05.000","2025-01-17 06:12:09.000","Stale","Down","None","","","entityfusion-63-t","6447fd0fe4b015ef02163230","10.147.10.172","Windows","Windows 10","Advanced","23.1.308.1","","2023-04-27 03:00:53.000","D0 00:24:03.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-17 05:22:18.000","true","Disabled","Disabled","Cautious","","","MFAR, Laptops, PC","AXA BS","6MJ9163","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Detect","Disabled","1935b219-465e-47a8-aa3a-e8c906900f11"
"60b41455e4b09ad79db094e8:PYLUMCLIENT_AXA BS_6MP00J3_A0291923E60C","PYLUMCLIENT_AXA BS_6MP00J3_A0291923E60C","'-1410517655.1198775089551518743","6mp00j3.axa-bs.intraxa","6mp00j3","192.168.1.9","182.64.164.122","Primary","25593978","Prevent","Enabled","false","2025-01-10 06:40:32.000","2025-01-10 06:34:41.000","Stale","Down","None","","","entityfusion-15-t","60b41455e4b09ad79db094e8","10.147.8.168","Windows","Windows 10","Advanced","23.1.308.1","","2023-04-28 06:20:54.000","D0 01:17:05.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-10 05:19:31.000","true","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","6MP00J3","11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz","Dynamic","Detect","Detect","Disabled","736216d9-2865-4afb-ba87-0350d0298556"
"6447fd0fe4b015ef02163230:PYLUMCLIENT_AXA CHINA REGION INSURANCE COMPANY LIMITED_72TDFG3_F47B09127685","PYLUMCLIENT_AXA CHINA REGION INSURANCE COMPANY LIMITED_72TDFG3_F47B09127685","551148005.1198775089551518743","cl200396.hk.intraxa","72tdfg3","10.40.36.76","14.136.149.119","Primary","25593978","Prevent","Enabled","false","2025-01-13 01:57:05.000","2025-01-13 01:57:00.000","Stale","Down","None","","","entityfusion-63-t","6447fd0fe4b015ef02163230","10.147.10.172","Windows","Windows 10","Advanced","23.1.308.1","","2025-01-09 09:53:56.000","D3 16:17:41.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA China Region Insurance Company Limited","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-09 09:56:10.000","false","Disabled","Disabled","Cautious","","","","Hong Kong","72TDFG3","11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz","Dynamic","Detect","Disabled","Disabled","dbb33bcb-c3eb-4237-997c-ef57caeeb864"
"646b8859e4b03a4edebac884:PYLUMCLIENT_AXA GOBO_74JZ433_C03EBA5504E8","PYLUMCLIENT_AXA GOBO_74JZ433_C03EBA5504E8","'-1047743960.1198775089551518743","74jz433.axa-bs.intraxa","74jz433","10.90.114.116","161.69.80.128","Primary","25593978","Prevent","Enabled","false","2025-01-10 15:05:22.000","2025-01-10 15:02:30.000","Stale","Down","None","","","entityfusion-79-t","646b8859e4b03a4edebac884","10.147.10.176","Windows","Windows 10","Advanced","23.1.308.1","","2024-03-20 15:22:53.000","D2 06:17:27.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-09 10:45:58.000","true","Disabled","Disabled","Cautious","","","Ecopolis, Laptops, PC","AXA BS","74JZ433","Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz","Dynamic","Detect","Detect","Disabled","8f97fd56-ff96-4866-bc36-b2b0a2edeba0"
"641dce17e4b022331ffdd28c:PYLUMCLIENT_AXA BS_77MQR73_7478271D1BEF","PYLUMCLIENT_AXA BS_77MQR73_7478271D1BEF","858973473.1198775089551518743","77mqr73.axa-bs.intraxa","77mqr73","10.90.80.42","161.69.80.196","Primary","25593978","Prevent","Enabled","false","2025-01-01 15:26:08.000","2025-01-01 15:23:11.000","Stale","Down","None","","","entityfusion-35-t","641dce17e4b022331ffdd28c","10.147.6.66","Windows","Windows 10","Advanced","23.1.308.1","","2023-03-27 07:31:51.000","D0 00:49:17.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-01 14:35:57.000","false","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","77MQR73","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Disabled","Disabled","f610f74c-53a8-471c-9213-3a942c5f21e8"
"646b8560e4b03a4edebac870:PYLUMCLIENT_AXA BS_78BN493_CC483A539D48","PYLUMCLIENT_AXA BS_78BN493_CC483A539D48","'-1630654118.1198775089551518743","78bn493.axa-bs.intraxa","78bn493","192.168.63.48","103.219.5.249","Primary","25593978","Prevent","Enabled","false","2025-01-16 15:37:03.000","2025-01-16 15:32:03.000","Stale","Down","None","","","entityfusion-65-t","646b8560e4b03a4edebac870","10.147.8.255","Windows","Windows 10","Advanced","23.1.308.1","","2024-08-21 12:04:02.000","D0 01:32:01.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-16 14:53:30.000","true","Disabled","Disabled","Cautious","","","","AXA BS","78BN493","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Detect","Disabled","8ae86041-996a-4d2d-8000-44b83fe69382"
"60b41434e4b09ad79db094e7:PYLUMCLIENT_AXA PARTNERS GERMANY_7CHL5G3_381428850B10","PYLUMCLIENT_AXA PARTNERS GERMANY_7CHL5G3_381428850B10","'-62041305.1198775089551518743","7chl5g3.ger.axa-assistance.intraxa","7chl5g3","192.168.0.102","193.174.122.75","Primary","25593978","Prevent","Enabled","false","2025-01-17 15:36:49.000","2025-01-17 15:31:58.000","Stale","Down","None","","","entityfusion-17-t","60b41434e4b09ad79db094e7","10.147.7.37","Windows","Windows 11","Advanced","23.1.308.1","","2023-04-27 11:48:47.000","D0 06:20:20.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA Partners Germany","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-18 06:09:37.000","false","Disabled","Disabled","Cautious","","","Notebooks-W10, Clients, Computers, FFO","AXA Partners","7CHL5G3","11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz","Dynamic","Detect","Disabled","Disabled","b9654936-2163-4e6f-b7e3-0d619f208b78"
"6447fc4de4b015ef02163229:PYLUMCLIENT_AVANSSUR POLAND_7XR21J3_A029191734AC","PYLUMCLIENT_AVANSSUR POLAND_7XR21J3_A029191734AC","1966557643.1198775089551518743","7xr21j3.ads-pl.intraxa","7xr21j3","192.168.1.43","95.49.168.148","Primary","25593978","Prevent","Enabled","false","2025-01-03 15:14:26.000","2025-01-03 15:14:20.000","Stale","Down","None","","","entityfusion-58-t","6447fc4de4b015ef02163229","10.147.10.189","Windows","Windows 10","Advanced","23.1.308.1","","2024-06-11 09:56:49.000","D1 02:28:08.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Avanssur Poland","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-02 12:49:14.000","true","Disabled","Disabled","Cautious","","","","Avanssur Poland","7XR21J3","11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz","Dynamic","Detect","Detect","Disabled","2e325ccf-2a3c-4108-9479-360905506d68"
"646b8b14e4b03a4edebac896:PYLUMCLIENT_PHILIPPINES_811L-AARCEO_00090FFE0001","PYLUMCLIENT_PHILIPPINES_811L-AARCEO_00090FFE0001","'-241528684.1198775089551518743","811l-aarceo.ph.intraxa","811l-aarceo","192.168.0.72","112.211.3.54","Primary","25593978","Prevent","Enabled","false","2025-01-08 12:56:51.000","2025-01-08 12:51:26.000","Stale","Down","None","","","entityfusion-91-t","646b8b14e4b03a4edebac896","10.147.7.91","Windows","Windows 11","Advanced","23.1.308.1","","2024-01-18 10:16:08.000","D2 13:04:14.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-10-18 05:45:01.000","false","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF4KJNGV","12th Gen Intel(R) Core(TM) i7-1265U","Dynamic","Detect","Detect","Disabled","57cf72cb-5511-4dc2-aff6-9f4ce25cade1"
"6447fb50e4b015ef02163221:PYLUMCLIENT_PHILIPPINES_811L-ASBISMONTE_E880884D9CFD","PYLUMCLIENT_PHILIPPINES_811L-ASBISMONTE_E880884D9CFD","1178680782.1198775089551518743","811l-asbismonte.ph.intraxa","811l-asbismonte","192.168.1.12","112.210.225.246","Primary","25593978","Prevent","Enabled","false","2024-12-27 12:54:38.000","2024-12-27 12:49:06.000","Stale","Down","None","","","entityfusion-52-t","6447fb50e4b015ef02163221","10.147.10.167","Windows","Windows 11","Advanced","23.1.308.1","","2023-09-14 23:55:44.000","D6 11:04:05.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-28 00:09:21.000","false","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF483QFQ","12th Gen Intel(R) Core(TM) i7-1255U","Dynamic","Detect","Detect","Disabled","31fce47a-147a-43ed-a0bb-4febe2f88a9d"
"6447fb50e4b015ef02163221:PYLUMCLIENT_PHILIPPINES_811L-MDELROSARI_607D09299975","PYLUMCLIENT_PHILIPPINES_811L-MDELROSARI_607D09299975","'-515667273.1198775089551518743","811l-mdelrosario.ph.intraxa","811l-mdelrosario","192.168.130.76","203.177.23.99","Primary","25593978","Prevent","Enabled","false","2025-01-16 11:44:25.000","2025-01-15 10:13:41.000","Stale","Down","None","","","entityfusion-52-t","6447fb50e4b015ef02163221","10.147.10.167","Windows","Windows 11","Advanced","23.1.308.1","","2025-01-15 08:30:09.000","D0 01:04:05.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-15 08:33:52.000","false","Disabled","Disabled","Cautious","","","","Philippines","PF51YT6H","13th Gen Intel(R) Core(TM) i7-1365U","Dynamic","Detect","Disabled","Disabled","30947680-2a07-4841-94f5-739b5e64a011"
"646b89f6e4b03a4edebac88e:PYLUMCLIENT_PHILIPPINES_811L-MMANZANO_607D09293D2D","PYLUMCLIENT_PHILIPPINES_811L-MMANZANO_607D09293D2D","976638809.1198775089551518743","811l-mmanzano.ph.intraxa","811l-mmanzano","192.168.18.200","223.25.25.91","Primary","25593978","Prevent","Enabled","false","2024-12-27 02:24:57.000","2024-12-27 02:19:29.000","Stale","Down","None","","","entityfusion-88-t","646b89f6e4b03a4edebac88e","10.147.10.191","Windows","Windows 11","Advanced","23.1.308.1","","2024-01-20 04:19:58.000","D0 00:01:26.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-16 00:12:46.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF4KJNLH","12th Gen Intel(R) Core(TM) i7-1265U","Dynamic","Detect","Detect","Disabled","fd3537f8-a2e5-4ce4-9151-e0f07a8605ae"
"641dce6ce4b022331ffdd290:PYLUMCLIENT_PHILIPPINES_81LC-CPEROCHO_00090FFE0001","PYLUMCLIENT_PHILIPPINES_81LC-CPEROCHO_00090FFE0001","'-935540800.1198775089551518743","81lc-cperocho.ph.intraxa","81lc-cperocho","192.168.100.45","152.32.104.204","Primary","25593978","Prevent","Enabled","false","2025-01-13 03:58:34.000","2025-01-13 03:53:05.000","Stale","Down","None","","","entityfusion-38-t","641dce6ce4b022331ffdd290","10.147.7.50","Windows","Windows 10","Advanced","23.1.308.1","","2024-07-05 00:25:23.000","D4 02:52:07.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-09 01:02:58.000","false","Disabled","Disabled","Cautious","","","","Philippines","PF2D9VZZ","Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz","Dynamic","Detect","Detect","Disabled","7cec1972-699f-4890-ab62-0856279dbf2c"
"6447fb50e4b015ef02163221:PYLUMCLIENT_PHILIPPINES_81L-EYU_00090FFE0001","PYLUMCLIENT_PHILIPPINES_81L-EYU_00090FFE0001","'-1981551698.1198775089551518743","81l-eyu.ph.intraxa","81l-eyu","10.18.112.172","136.158.58.4","Primary","25593978","Prevent","Enabled","false","2025-01-08 09:11:00.000","2025-01-08 09:05:55.000","Stale","Down","None","","","entityfusion-52-t","6447fb50e4b015ef02163221","10.147.10.167","Windows","Windows 10","Advanced","23.1.308.1","","2023-04-27 23:19:19.000","D13 01:27:47.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","phaxaproxyho04.ph.intraxa","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-02-11 23:38:27.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF46L201","12th Gen Intel(R) Core(TM) i7-1255U","Dynamic","Detect","Detect","Disabled","b584d5c4-88a0-416f-86a6-ee76b0aac91b"
"646b88bae4b03a4edebac887:PYLUMCLIENT_PHILIPPINES_81L-JALVAREZ_00090FFE0001","PYLUMCLIENT_PHILIPPINES_81L-JALVAREZ_00090FFE0001","'-384848934.1198775089551518743","81l-jalvarez.ph.intraxa","81l-jalvarez","192.168.1.14","124.104.118.252","Primary","25593978","Prevent","Enabled","false","2025-01-09 04:52:58.000","2025-01-09 04:47:19.000","Stale","Down","None","","","entityfusion-81-t","646b88bae4b03a4edebac887","10.147.6.245","Windows","Windows 10","Advanced","23.1.308.1","","2023-07-12 07:58:59.000","D5 19:28:29.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-15 01:11:30.000","false","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF46GXMN","12th Gen Intel(R) Core(TM) i7-1255U","Dynamic","Detect","Detect","Disabled","c7fa8894-6a1e-472a-b6d1-d19f01036b35"
"646b8b14e4b03a4edebac896:PYLUMCLIENT_PHILIPPINES_81L-PMARASIGAN_00090FFE0001","PYLUMCLIENT_PHILIPPINES_81L-PMARASIGAN_00090FFE0001","39293408.1198775089551518743","81l-pmarasigan.ph.intraxa","81l-pmarasigan","192.168.1.7","136.158.0.224","Primary","25593978","Prevent","Enabled","false","2025-01-04 07:06:58.000","2025-01-04 07:01:48.000","Stale","Down","None","","","entityfusion-91-t","646b8b14e4b03a4edebac896","10.147.7.91","Windows","Windows 10","Advanced","23.1.308.1","","2023-09-14 08:32:19.000","D0 00:21:37.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","Philippines","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-02-13 00:23:09.000","true","Disabled","Disabled","Cautious","","","PROD, Laptop, Computers, Finance, AXA LIFE","Philippines","PF46J654","12th Gen Intel(R) Core(TM) i7-1255U","Dynamic","Detect","Detect","Disabled","48102c3f-43c3-4f19-b031-e6d307e1413f"
"6071813de4b0cee9479721eb:PYLUMCLIENT_AXA BS_837Y433_C03EBA55113D","PYLUMCLIENT_AXA BS_837Y433_C03EBA55113D","1725835554.1198775089551518743","837y433.axa-bs.intraxa","837y433","10.90.80.42","161.69.80.128","Primary","25593978","Prevent","Enabled","false","2025-01-03 03:58:35.000","2025-01-03 03:56:30.000","Stale","Down","None","","","entityfusion-1-t","6071813de4b0cee9479721eb","10.147.10.185","Windows","Windows 10","Advanced","23.1.308.1","","2023-10-27 02:03:55.000","D0 00:01:02.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-03 01:41:30.000","true","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","837Y433","Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz","Dynamic","Detect","Detect","Disabled","6d801ac8-479b-4760-9b40-214225e20500"
"6447fd0fe4b015ef02163230:PYLUMCLIENT_AXA GOBO_847Y433_C03EBA55113C","PYLUMCLIENT_AXA GOBO_847Y433_C03EBA55113C","'-1365077573.1198775089551518743","847y433.axa-bs.intraxa","847y433","10.90.52.90","161.69.80.128","Primary","25593978","Prevent","Enabled","false","2025-01-16 08:22:49.000","2025-01-16 08:20:18.000","Stale","Down","None","","","entityfusion-63-t","6447fd0fe4b015ef02163230","10.147.10.172","Windows","Windows 10","Advanced","23.1.308.1","","2024-01-15 06:51:27.000","D0 17:27:30.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-15 16:53:10.000","true","Disabled","Disabled","Cautious","","","MFAR, Laptops, PC","AXA BS","847Y433","Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz","Dynamic","Detect","Detect","Disabled","f5379811-b5b3-4950-8fb2-5ab53be91aae"
"6501e82ae4b01dcd8e30fd20:PYLUMCLIENT_AXA GOBO_8F72CY3_AC91A1627E72","PYLUMCLIENT_AXA GOBO_8F72CY3_AC91A1627E72","'-2008028204.1198775089551518743","8f72cy3.axa-bs.intraxa","8f72cy3","10.90.80.103","161.69.80.196","Primary","25593978","Prevent","Enabled","false","2024-12-20 15:25:54.000","2024-12-20 15:23:43.000","Stale","Down","None","","","entityfusion-93-t","6501e82ae4b01dcd8e30fd20","10.147.10.181","Windows","Windows 10","Advanced","23.1.308.1","","2024-04-12 14:35:44.000","D2 04:56:26.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-20 10:00:13.000","true","Disabled","Disabled","Cautious","","","Suzlon-Aqua, Laptops, PC","AXA BS","8F72CY3","12th Gen Intel(R) Core(TM) i5-1245U","Dynamic","Detect","Detect","Disabled","19595aeb-7835-4953-a934-d29cf8f7ac2e"
"6447fa51e4b015ef0216321a:PYLUMCLIENT_AXA BS_8HVN493_747827344693","PYLUMCLIENT_AXA BS_8HVN493_747827344693","'-1503630546.1198775089551518743","8hvn493.axa-bs.intraxa","8hvn493","10.90.39.74","161.69.80.128","Primary","25593978","Prevent","Enabled","false","2025-01-07 07:12:48.000","2025-01-07 07:10:40.000","Stale","Down","None","","","entityfusion-47-t","6447fa51e4b015ef0216321a","10.147.7.49","Windows","Windows 10","Advanced","23.1.308.1","","2023-09-14 08:37:45.000","D0 03:44:33.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2024-12-20 10:55:14.000","false","Disabled","Disabled","Cautious","","","MFAR, Laptops, PC","AXA BS","8HVN493","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Detect","Disabled","0b3c5c99-2c0c-445f-9acd-1b1a9b348623"
"60b412e9e4b09ad79db094d8:PYLUMCLIENT_AXA BS_8LT8163_7478270A2598","PYLUMCLIENT_AXA BS_8LT8163_7478270A2598","'-537548915.1198775089551518743","8lt8163.axa-bs.intraxa","8lt8163","10.90.80.79","103.219.5.22","Primary","25593978","Prevent","Enabled","false","2025-01-07 06:16:16.000","2025-01-07 05:41:31.000","Stale","Down","None","","","entityfusion-25-t","60b412e9e4b09ad79db094d8","10.147.10.200","Windows","Windows 10","Advanced","23.1.308.1","","2023-10-25 09:36:31.000","D0 02:51:07.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-07 02:52:27.000","true","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","8LT8163","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Detect","Disabled","675c7660-ea75-4ca0-a825-17de50bc8e2e"
"60b413c3e4b09ad79db094e0:PYLUMCLIENT_AXA BS_8NLY433_C03EBA58BAB4","PYLUMCLIENT_AXA BS_8NLY433_C03EBA58BAB4","526651418.1198775089551518743","8nly433.axa-bs.intraxa","8nly433","10.90.89.33","103.219.5.22","Primary","25593978","Prevent","Enabled","false","2025-01-16 10:55:40.000","2025-01-16 10:50:19.000","Stale","Down","None","","","entityfusion-20-t","60b413c3e4b09ad79db094e0","10.147.10.179","Windows","Windows 10","Advanced","23.1.308.1","","2023-04-28 07:32:47.000","D6 03:56:09.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Cautious","","Cautious","","Detect","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-16 06:26:29.000","true","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","8NLY433","Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz","Dynamic","Detect","Detect","Disabled","187d596c-3444-4425-bba3-9859f7c50b46"
"60b412e9e4b09ad79db094d8:PYLUMCLIENT_AXA BS_8SN4163_7478270A1D46","PYLUMCLIENT_AXA BS_8SN4163_7478270A1D46","'-653632473.1198775089551518743","8sn4163.axa-bs.intraxa","8sn4163","10.90.80.21","103.219.5.22","Primary","25593978","Prevent","Enabled","false","2025-01-01 06:14:55.000","2025-01-01 06:09:22.000","Stale","Down","None","","","entityfusion-25-t","60b412e9e4b09ad79db094d8","10.147.10.200","Windows","Windows 10","Advanced","23.1.308.1","","2023-03-27 07:05:41.000","D0 00:04:05.000","0.0","0","false","Disabled","","Enabled","Enabled","Enabled","","Not performed","Not performed","AXA BS","","","Stop request received from pylum","0","null","None","","","","","","Moderate","","Cautious","","Disabled","Cautious","POL_ALL_ADV_2.1_Default (WKS-PRP-Enabled VFP-Disabled New-2024 features)","13294363-ec92-4210-a65a-f89a2f1ca195","2025-01-01 06:07:22.000","false","Disabled","Disabled","Cautious","","","ME, Laptops, PC","AXA BS","8SN4163","Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz","Dynamic","Detect","Disabled","Disabled","b1406b25-3562-4069-9e44-12415f7c285f"
